Texto ClaroF	Texto Cifrado||471257F4054C78A05F83531726C43BFE 
74459127033CD314	53132BE84BDD347F
0E45C7B5073A4365	28874196107BE497
021E9F98287FB53E	114993022552BC58
58540E3776716A2E	0BD428F9085E077E
0FF22EC264DBCABB	AFA13FE79CEA7895
19DAEEB8746E7F4A	B18B47C59014176F
02670EFE3C0946ED	DD31D3B3A06D509D
050F906640D11B22	918F301CBDB1639E
604C766C3BF2DDD8	3B92E3D725CDFBE3
45C2AEA7705879B8	909BEB0FDD30F551
409F58A71D755D16	E49C34BA23F18A7D
04325E7606D79721	183A4DFD79B7925D
3402FB092FAF268C	BD2E8C2E7556C6DB
140BC9C911ECB567	E42E28D81FD2A4A9
4B7986621765B2A4	5A708EBEEF19A997
15B338FC29623385	31EEF042AF69C0D1
6E2475FC1BBE2BE2	2B4F506C119E5155
623310A8068AB7F6	7132394C5E0D5110
7D337AD43EC53483	660F27302C8D084C
04FAA4A7634FD27E	7AE96977A0F2617C
0D8481227639E61C	C3C422D34D1627FB
533274E71599145D	69BCC777EC42BDEB
7507F0BE5C4E85F8	6E5994C8C0091FAA
273D8C2039BA9D00	599208E560B54CBC
0A99889C65D7BF33	B393CDED4B436B5F
3749E1815373F882	BF5C6BCC77DAED90
62C0499B3E2091C3	553E4C11A7949176
4C41B9126EDD73DA	7D7FD54B75654645
0CE12613118AB000	0288D6801F93199C
2828D8FF11BE61F2	F100A00FE0B76F23
6A105FF7590C8787	929A6DEFEBAF6249
4595DDBD7210C6FB	B62057842BBAEBCB
2B77C33E43B331BD	903D8DDDAA2250DA
2986920441DC59E8	AD2610BE987111EB
6992B01F1D68F95F	09C90EB5906F2BD9
56CBDB0E619AA0A6	EE0310BCFF5520C7
6EA92459229187D1	252BF4A9795DF037
006BBC12210841F5	EF693257169192FC
25224CC46EDDEAE7	564951F788CC2AA1
2B691C8E01D1C4E6	ECE5BA9A8ABA661C
72D5D8F83597BCAE	E88DFB2E76469775
7CE45EFE7518B5C0	001D01C14EDAE611
29448C4F5357ABB3	B42990042F707E47
20C99F841507A3ED	4210DE615D1547B9
289B276462372B0F	8B50C53878508550
13EC1829712635F6	72E9CADD2681041B
03A0E38337B8AF51	14083D976D15958E
3DFE0B6B719FBD98	A3FE7C14685A8BDC
2E58806F34580F2E	874C7B990F8E755D
014CAFDB51AD5387	8B276DF36566F60D
4A46EDF576B095EB	FA3932442CA16F25
4342B42D504318DA	E63A9A8EBAEC183C
6514B96033968178	BC73724E844DCDD8
5E0E07BD6B1E3988	57133116779E54C6
0D5346A956440814	662B06C245E8B38C
0C6E854B2BF1054D	D7155853B4D9F1D8
5C9318C43D3F1B57	23D801D2B62E1307
7A1C0C2A4762D807	D93E12EEF101F9CC
2A54D82E283CC9B8	3479C71686035846
2EDF63AB4C088797	1955D093B0EC8420
43FDF18054FA2D5F	A66EB276FE3A1528
74B8E38E1663BB80	90E3903F804FC200
6DAADBFB6C5073FC	7BDB623999D92E56
15EEDCF274EB9F1D	A40B617C3E8AC608
191B64E3557C7FF5	83AD5758E6DA3F33
60B4D9AB013E9B27	21914DA8E1BEC7C4
353C1E147DDACE59	66D258985E368E5D
2821759C2CB06959	06706B18718AC869
71D468FA30382F78	F40945584C6BC126
38B48803544D9A0A	B734962A002AF505
32BC31C36167133A	DD06E821DACADAFC
361F76CB4BB0252F	227A4490ABFE51AB
1959577B387E593D	38ABA9D64CD5A3F1
6F14D0C43F962CD5	0A067A90B0599461
1C59749034F3A87A	5FED5CD4BEB1F8B8
68B9FCBE0A8053A9	AABA21997A4F4EA8
6EF481A1766AA9EF	20D59A446A85B669
54BAC6A53247A618	11E7DA1A1B9483C2
7DE98B716FC1E84B	C3ECC4B34049EA53
2379CD3F1191F54B	ED9B9929AE70E4CD
057F17F05AFC9061	0D4A212D13870267
7B6AFEF12D87BF84	4DF4DE862956413E
2B2E8A767C845F1F	4801951A8D2641E1
56812C163A7584B8	8867A5D622DB5B8C
795C6A0322342934	25BDBA33818E1598
0E7D26773A68560F	4094F2F3D93E638D
17EA10BE07F13636	7D6B27A80F2A3003
6D1E174C528BB68B	060C3E00957BCFCB
527D8A032FEFF544	E17AC486553DACAE
32CF5BF24B9D86ED	2165FEA7394EB501
5305586303EDF62A	75C495898630BA79
7BBC4169046A93F6	A632992DB19DBBBC
7117FDBD5E13BD4C	4D500AF85440F7BF
61F0F8D413605888	2B58422507F6893E
1A5452A815FEA119	318A71A6B5B9AABC
00027B9722FFF682	B045441224ED4664
5290E2C126171740	BD414D186A65BB60
35F77E490B84064D	893922590AEFE7F2
08B9AF235699274E	552EDB2CBF140B33
60E39E4C7FADC145	B6264E5C396E5FF7
686BDA7F00D5FD68	36984C5D36951DF9
60EFB74519E944BB	BC8D965A781A44CF
219F5E4765E6988F	CABDBE0FB496C2B0
062A088D31976424	AFC97CB56FF0D40E
4A2F90EB78D35A59	148DCBCFB6A15A2C
7BD0C70747BADC12	9C88CA6681221B4B
3CC646887D40A9E3	4618EEDF8AF7D4CE
2051B653549913B8	85D4158B06D70BE1
0DDDC06C5983F990	2ECFDC3D0340F35E
67758AD955EEE19F	BD534FE9998B3017
361EB9CC1B381BD6	7BFC73714B15946A
00AB8C907E994247	25E30F66DCF6D658
7FCE843F4F4C85A6	516E1605FFDB161D
28DA7DF62083B66E	208096961F80A2F8
273E006F578E8B89	6973F9A932F4D097
4F6AFC4778D8C20C	1A087A08187A41A4
5EABDFCF65F2BF97	09144677D673641D
240086CB1E918BE4	AEA39E2147F105F6
657735697553B489	ECA8CDEB042DA897
4A71CA8C74A8D382	D6002C9F5B6E59BF
77D637A310DEEBCC	779A5672F7575079
1B4AA6BB42084CFC	9C3F00C174AB5E55
2EF656422E991F24	29ABE9B2444C353B
46CB8C625D6D9A3D	354499A5A64C392F
46A94AB6146816F8	818D394861AB0856
3DBBFE3F0130F9C3	FDDB857590CB4723
365D71D130DB6C39	D3661C48FA0359AF
159E2B3E4328FE88	B54623DF101F600B
385EB52A51C7F54F	C41330D03FE01469
1EBA3F7B559DB3FF	737C1BDE02344DBB
6494564246AB3AA4	B739BA5EF0BCFFD4
1397093B20DF0A89	FFDDFD6D0E947FB1
132CB93B5D34DA52	FC326FA8F39B45DF
38E96D4C6506B5C4	D520A25354BEDB1F
1B878AAD5FA171F9	D03FA2C67FEDCC15
6041C37B7D88F19B	6D9B9E5796682A02
29AE37806CBDC9E0	3A58080261D87892
2010C8E62DF5847C	0D0B0E28EA4FAA95
51CD007669D96CEE	35EF84EAAC08541F
417EB38C653DCDEB	D36AC99B30100BC4
3C9A333A2F9943EB	C8599CF9DE2480DB
773A11B6056100E1	B307ADEFF7FE6DA3
2380B689574FEE94	651187F6F18E0A79
40B86354098140FE	BDBEC31855ACCB4E
04D1E89270FBCBB6	55F9E958D3604C84
22FB53AD223294CC	CF0AFB2432807729
26C6EE9E4E5BDAF5	EEC2F33B37CE9499
70843303773143AA	16CC604DD561568B
43518B081E7EDCBF	D947A521C78B9F99
1ACE8F3D6F1DFB8A	58309CE8AC7EF35D
196D5A045A30C9A6	33D8A9EAC1AF9CFF
3906DF8C723E7D93	AB588A70E2C37C02
64A6787D6D308A2A	7E6D7E03DD78ED3F
0DBF03677778663D	AFFE634AB490DBE9
01806C1216371283	1C93A93ECC152FCA
79A061D910782BF1	5F8AED2A9CA8FC24
418CE3A908B68DDE	B29402F6FD06B0AB
091BEE4A08B940F2	7AE08D6246C8AF37
3A56D4571A8EB9AD	8B7204262EA3DE64
10401A7A608A47EB	C967F8591D1D1960
1677C6D1119DCEDD	E15B31153909AA0C
0F781834157D05DB	3826C33234B1CEA6
430B77E225EBB8D1	AAA079CA932FDCC9
16B2B4CA2E7B456A	FB66F846D16F1AB2
1F0A49FD5C7F90F6	1C9662D9120C4417
3B0635EB14BDF593	60FCEC0FCE684824
434590880C13F339	EAFD8FD7B48964A4
71C52960471F97FA	CD9EDCD8C6B5DCDC
6B32C2905183B2EB	2260FEC7B45FB7DE
1D578C1C5EAF9150	E4051EF38EBD4F6E
586D4BC06F88579A	934E075BFE413D85
602F78AA4C9B123B	5DD01A0B35CCEF08
58CA06C73783205B	C6C05CD9BB07E92C
01C152D63B256080	28D2793F3ECF3AB8
12E291D658D48249	3E252E0A0E147363
67B5B42E4A486D33	6C2E25EF4C6DEDB5
58F9555E5953BBF4	7CCB8A4476E628EE
0858BDFD7A213152	00B902324D4A3B25
192D3D2269089017	F17D2AB63FBA0F62
312C0BE042BFB858	C5C4A4E73783965A
38DFBBA468982927	17AA2D11B0DE38B2
5DB5F51654EDA76A	BEEFFF82940D3160
3E8A4BB569707826	0FB4239F39E0456B
56E03CDE1BBC3F61	13EFEA632781656B
63E50780514F97BC	183F3F1CC3D761B0
4072E15836287976	BBAE8168A5579C35
1B3E4DC11762C7E0	29E1687334F5470A
56304F1E7D9A66C6	8880BF1B67D9A4AB
23D1919613AD2139	59BAA27538FA9891
4B602F4617BFC353	BC53F5D86AAEC7FD
2EB08A5348496717	595774BF7343EDF3
4B0F3C1455316B8B	B9C73230D5CC13FC
1F8B9E5F074A7F27	3B491C7CEC55872A
2BE1DD2E79800D83	ED9EAB4216092017
45F751C67019C20C	942957872B375E89
2B12DB5362FD3C3C	AAC9A813CC03B8F1
5F7DB9E93738A0F9	C867FA7AE4D3964E
66D057C1783174A2	3C1F9FCB4BC0E361
76E075530A36D91E	BE7009BE40CAAAE9
16E845CF6B3F24C8	11BC91025F296DD2
7E87FD79121253D5	5C2B516D0411881D
713DCE3710ADB6F6	6C16DFE31149B11C
7CC6D90762D29A90	FA1BF2D01A57919A
70A1969F00A7DA7E	3AA2B32FFA95D5F6
0BF986882AEF50DC	457BE28FA6F18C39
45A5B189012ABD18	092F82B6733AF723
1CE473415A4ABF38	3807305D7B9746A9
615023D754612A2A	D9A3FC5DF7EA5F3B
371756AD5D3B941C	20A617CE4E2BC6E8
7278EA1560504369	2D58B3323701EEB4
3579D3E551467AD0	E94B2FF0AF00E993
6A29175F2FBD946C	F3FE0D3152F32116
475B56F03DA8CB29	44A2478FA1400E9E
14B2105F3650D796	931B8FA6C18333E9
7579D4B5117BF354	6A348CB83231EBD9
60A418C33555DBC6	A9AE7F18C6F4EF76
17CFBF854826C0F9	407DB316D94A4227
684740701DD7AE8C	07009F556A20C01D
3B0478A2228BF1F3	E4773D492C4A5740
11B99A3D303D23E2	9418046DE8653FC2
7DFEE32B68F45CAC	57E6D27F6B61A25A
02F0560970A06A60	5A0EB827425CC038
33A7FE645A2E71BA	4D29732E4A866041
1F2C989728D5F17E	351BC55F72D77DB5
75E19C232ED1FA4B	75DD1CF5B2048A77
5B8769F0173C3A82	652B584BAFF3CD85
732538B810AEF317	6C5B4E44163CD9F1
4DD9738F7F31D936	7BDA3261ACC6B1E2
21ABA9770D02D4E6	DB5D11034E62A263
34E74EB63DE0A9DC	3326FA85A6D2A667
68AFCA406D076571	7CB28E2587F74847
009515A33BBF80A1	DE6C029E53171D53
1995E8AC40DE8153	A652E32EECAB8B5A
4FFC916A4EAEEF2C	292363B26D9CF373
3ED85A0F6E00AF04	627178A01DE69791
6EE26807521BDC70	0E4087651AE164B0
2325672D6C98CD61	3623BD42AA2A1585
23D3D2FA27C02D76	243CC56A6E9DE233
39E8B25D5C16155E	33FBBDE6C17E3463
2DD4FD8D7A524B7C	2B76BE0771B14125
30D9F8A136522B15	AF1D9D1366874582
4C8A8B8F1BD0808B	04C1F1D34B81D0D2
15A733F114431E52	5277687E7343EDD3
427BA3E243446C87	DFBFFE024EFAEBE9
4131359105B3E407	45F307F5781E6BFB
653F8A7D2E9D4879	603309D2E3B9F069
580117D72FC45164	E06755D966655AFD
01BB94BC4221C387	8FE5C0549AA2CBE1
36ABF5FC53A28F6E	ADB4C0E4B0B5493D
5576A9A7617C3EC6	FEB450645A168C91
23FD6B2A5286A4DB	BC1F8220AA0F5B9C
05B150313C07C3E2	E04E6D6173312536
21CD49382C820CDE	E507737D2DAA1D26
0E1AD9A604C72886	4223CD354E156374
2F3577DD5F506661	F90F1DAAA90F74A0
17719B2A2381EE6C	D05279AC4AE7BFE5
274C06AA7049970D	75302404FBD94B01
6F5C1012052346DC	AEC5A809303DE237
4F01182650D88F4F	0B59911CEC6AF5D3
39A8B50073033092	A8440E7BFCBD1F14
5669FC3B482EB1CF	7E80AD7DB9BCFE87
719BB20E24C6EF67	C8A9496DC6C59BEF
008F660E4675216B	4DD83A393EB0DA05
33E51BF0068D442E	4287E1E246F395CF
24772B5E0BC03B06	D3C2F1F1D2EA8506
79630CF055E69ED2	CFFCFCF9720A16C2
17C5190D0CEFB0AC	D05ED801339160CF
4C37F2D66D27E6B1	66B2079154DB6808
569AA6734325F470	F5E3FF114AD15B8B
70D307802E919E5E	6AF727D15C5222EF
5A3445341DAB8730	F64463F8976F976B
68386F8751223D85	19F27D7DB2334FBD
1EF510606B061E80	15E21EB999D608A6
5EBC9C6430BF99D3	F9EB302A794702FE
730C04A51A0527A5	CC50D76C7D4381F0
486DCEFB212FE5E3	2B8FED721A95DC58
4F9DAB1A784C60CB	23F310A0F3C96498
5E66ED20375A004B	CC8B5B22A72D4786
75C9585075C52899	2E2C3A821BD5FB77
62EC91361931A2F7	CE402F991BF97B86
09C2130D2470BF7C	549B9B2796F7C92C
662B78942FF970F3	F48142434B40FB9E
21667A204EDBDC01	FF66945E35A9C241
4448EE191007CE55	30C5B0719D70E7E1
707B36AB29424E3E	8B53ADDD3F6E1C5B
401EDD9B2A670C00	63A100E8DC116B33
5344E9BF514E254E	06ECC3D89EDE3468
61734D9558EAA32E	8C00A91F777C29C7
147F4E9D32022FEE	C64FC409BE104469
2D98CBE80A7303BB	70E1CA555340F9F4
04F9EF5934D0BE9C	46DE76CE35551F60
74920EDA210D4600	6388F977D13F607E
6E6EBAF327B3E029	6F9FCFBAA5CA1DE8
1241B81C189E3FA1	727439DFD4D8DEF4
3D636FA74B375C6D	51A46B080A78146D
1F951EAF7711835B	C3FC92B948ADD5A1
1EC7086F1CFABF32	CA7F45D55FD3F8F7
121E7A7B0EFB2A88	B052703C15609AE5
0BA54E6711BE522A	D47E28AD0A76A4EC
66044C7F243A5A2C	B4ACAE9FF8FE0E59
72F6114878E8C8EE	3EA32BDC36BEA90C
7ADFBF4577868A08	1EAC168A48A5414E
21D0508673569EC1	86E5C26E358FCE82
3BD0CC0F09050B77	B19BF6BE23C5E0AA
2A33B64129027B0C	40CB264AC4FFFD90
61DC65DC4CA380B5	5DFD736B377DC42F
025712622277E121	AAB619D99088711A
6C5D4F3461FB1680	DB0ACDCDA6EA108D
2B825FC17C5C8E37	4AE2C1464A0A9DB7
207CFCAA6DB00D8F	41CA4B4A22AB5A7B
414A5F8B79C6C029	3EE52D523238AA7D
677202346DEED8FA	88D45C744EB6EB95
5BE73D782A74C06B	7C39B79B3E3EB494
5704C6937A890986	55477A1AE4737A30
3AD07B434D4C89DF	32B8A5D5C0F438A4
5BEFB71E56DF41B9	A40371794D4417D5
5B54053D692416A2	31F1D057EFFEEEB9
404A1B9B415A7E16	C4C69DA62753C8D9
1C0BF7DF55BE5FDB	7303DF8D0A64A836
45874ED7364928EA	BF61D4A75ACFC22E
7D1D367D08E488B7	F4F2B46E1CD3EF28
53CBAAF060439D8A	11455D4B5C2F33B5
771C00654F5E23FA	4DC263FD48C02446
2D8C1ACB49331CC9	6844BE4B18E88AFC
3AA6F5AA274A89FB	B3652EA90F607AB1
0EA8D1E46D6BD740	2D841E3B41BAD51C
4300E2DF6F2EC0D6	7F5E945CD1746738
66765AA06437F2ED	E7072CF5CB6CE499
152DD90275021D2A	A2270F005F81DD02
5DC8EC6932191199	1BF7A863B58A13B3
0BD26D8124133637	583474466137DB5F
694C676117174749	7519A6BD9F38DEEB
794915762D20342F	4E4062C3B3E8D05E
1D4210CE5C5D5363	1B9E30D1E3703A8C
730DB7F409A82F2F	B6E11009BE9FCD4A
00B1BB9D149440C6	281E802A23CFC471
112891B87E76CFD4	4CB9C55F673B6C0B
2A46A82904CA316E	600CB801BC987491
76732F360420BEFB	A49E30BDC47B980D
01DA52DB2475A8D0	4C8C3676102340B9
289E02631DAEC66A	C4BF12C703178DFD
3D64685F0B005476	98E89297FDA844BB
42A9149E6A88B342	32A63373DBEAFE34
34B0E8B24A7D1924	36A8023281228AF7
5AFDB0B0455B217B	D31F55EB12CE6A49
61F335CF2651DB46	D0B995A04EF9862B
4812E451504BA6CE	EA9415D6FE638A22
16B4479115C68C3C	2C33FAD1D6543BB5
1E20C24F78B4DFFC	EBBED3ED3559CED8
2ADD574D298E9637	4982B1126292B5B1
50280A3174B54013	D8A0CC7927765F07
2781DB413E619CAA	1E0C8CB31A1E54F2
7A747CE475B39B8A	33D18D8FDCAB7EAF
62A8BD64342A22D6	BFE18DD16370A297
3A552A5B2D4FDA48	0B938962C3A00CAD
5583C4353DC69F6F	553CBE8CA71BC1CF
3B0D5018670575F1	F5DF4CF96E234861
1782560E6DDFBD30	3924C0A27BFDC29F
7BFDD2AA5511D67E	E891BB5A9570CAFA
061915D458E8146C	30B8BFA6E69D8A3F
6C94EC0D2515812C	C9E8A105E0547A0B
26D382B9082B5399	90FC12A373674121
547D65FF74B373AE	DCCED18DEF9005D9
316FE05D27F31306	3854F63042CB4D57
476603677A6983CF	437BB139D8D6D9A1
254CC9D254560D1F	9E5E5006A6A0C1D5
5D77997A56FD4886	A94DDA09F6E85331
0EA482085254E2BA	A9D8425AEB6F1D6E
42F14B906F97FD45	8885ADC05A035E47
6374F63F13D2D51C	9753DE68DE079063
76A52B6E55C67F9C	CE222FEB569134BA
5AE406C23077D92C	E1D495FA018A36D5
0C52F090192F8442	77CC85BDF9FA75FC
7E9415F82C2E8DB4	43C4EF4C7EFADB5E
24593B155E35F257	027B745B5F8653CA
27B95E137ACF45C4	0BDC579A0B474922
3DED85D934EE8952	7E1C88CEAC998686
187981A4512E4289	C9C05816029B7D8F
34125A0220D35403	2130A0DA0AFC0F23
1230A1CB36CE1FC1	7423C6ABD04FC751
1686D4036DC91C82	3DA54BAE387ECB4D
2E6ED31D6DE62CBB	504202F21282DF44
2282E15B3E992F10	0DB78380F4BDBD44
3AE0E38B027AD8E0	064EDB95487CC4D3
4F345B65765C6C82	FFE9F590651CB576
2DD8078341D540F8	B10A06E555040EC4
179C7B8C22733070	C02C628A33626956
38711ABB099207F0	7AD37A3D48BCDACE
524722783C281E7B	272D407B6CF6656D
6DE93C176B684260	6A97B77595914550
09DDE3B746910870	5D493FF52CCA76A4
5BC11541615A8D76	073F7AB1B24CCB14
7FFD6FE857BE29FD	BF08AD8579B0B730
05B6CE0C249178C2	5A46E015F6AAF819
4A8F1B4F794A05C6	0FB41F3449B90813
6AC1485F37768BBA	D79E8279B8B6423E
47CF7CC80709534D	5F32FFC08D6E38DF
753BE7D62FF1CEBB	0405F49B4B2D67EC
2C3B6F94721A743B	9C70A9A5A99C83AD
26C50803519110D7	AEF7F6D57FA75C34
0AE8BD1735D63699	816C189978FF08D0
029A926C7202F1C9	82422194FB0DABD9
1F4FFD993C9257DE	ED1F0CB6D0A20459
2BC6CEE30938AF89	A44216BDD37411AB
688C501953DECEEE	D98EB17DF617BF46
48E39646559EF30C	9E122A8FACF78829
3666C4BE14FEB1D9	56A5F4F629455956
5D4E285336399100	D57250B81EA7EB65
7D5EB2CF542D7456	F9BF49E8964078D1
7430E546361C9242	EEA3102321741B26
0DC646CF5452C719	8721CE5D3257019A
068D658F2D0692A5	E17E88BE52147F68
0A85A5BB4C439D62	F11F523F1CA727D2
6B11B40B57437517	B1478807680E1F90
0DBC65C34BBCEC40	FA7B83D2FCCE61E0
603A849821D74883	030D9594399C5433
3CD9A1D0740E7DE5	DA2CCF25CBB02DB3
636B80E926DC73FD	DAB4A73686947BAC
5342FAF9526B1C23	EDFC5972EFBA43F8
7604681A1B4EBF7E	BA6300928D0D31FC
4EFDF73303705DC9	29D60FBB206B8991
461D38E22881A164	552329649403C067
568AC1022F8596B1	4AA9373DFB758A57
6B6856D60F1D32B1	FBDCA431B917DD83
45EB0A3749EBC4BD	506155AEEC32E8F8
15C17A35513E38BB	C817B5EAFCF3A074
4BFEA6A83B6F8692	6C88DC3344694806
16EBF9BA5E582E17	EF119E5E52411627
6F3A18644F178648	413AA10BD3A8EE4D
1171098914290A51	4FA0C385B13FFE94
1264562E7955EF70	D54F65F463E7CA47
78DAE04B69BB99E9	667D909453CD1881
1B75C63A512917EB	CC8C4C99C0CC5C82
60E16EED7039BB4B	ACF2EEC7B9ED3FBE
5E37727C0A3D5B37	A53A2F69E5F74933
422F7D213BC02379	1FF8E82E02A5DAA8
4358FB9406ECD417	58D1078838FE6303
2658358E6924114C	FCF5B429047C6326
3EEBCA816A3BFB6C	292AEE6B8799BDFE
07F7A5F113AF754D	3DFE5D79DF9848C9
643E1C5329B5C08F	8757985B0542F2A2
5B7501AD5EC133C3	2314BD13D5212730
5E2D77CE7B14A5AF	4663280F84ECC6A0
0889C34A0C7433A7	A9D7E883A59075E0
20EB1F542C55D4AE	E138EB4A4E02369A
36FE023F5E45924D	1626D82FB121879D
29882D952B68A680	5C234FAE1DB0796B
638B33C347F37A43	8B7A4F6D5DAD08FB
41DFE99C5362228D	CD2A7ED2C7C959D5
4FCA81BF780C4B85	28629145833D8896
6F3246554DA7AF7B	3D1E16E010442CB6
3BF1DC1103A6FED6	6127695EAB117B7E
48A495792D516031	19BC16C8987693D3
398248351852AD12	B63A4A0CD372EB6E
5BE08537714A0D00	B8C4ED7C02EE3B8B
349BB51B5A8F1A98	357E196CA73070D3
691B1F9A73B7ED5E	04AF9263A22ABB28
3040F1AC77BA6BF3	0E83AB2343F7E4BF
70055BED6FD65E0F	B2C420A9673AF8D5
62B96425795DEBC5	252C7AE9D0235695
052210C37F7A74D6	2F6218602F7C7CA5
408CCEFC5C69237F	3FB8A2630AA887C9
7A99963E7956FF53	3CB49AF051DFF5BE
3E94E06120172060	2F1CD6AFD450ED3C
4E4E8F150793D3DD	AE5C5E812D81D1CC
7A3A560D0BE7AE2C	2474014D4F776F15
175BD0CF0CE9D204	D299C588E1817100
4ADB0B3B72BE74E1	B5C930143722EDC5
35EB9AA17EF4DBAE	57F3F36F805F1864
7D82BD9F126F5219	5900FF054396CA48
4A76F0C346B8B866	9C66C2EB7B8F87DC
095254D07C3E2877	23016987E5BB7804
54D2DC5A5F80C437	1FC1B4AF2126BE03
7ED227DC17371D90	88BEBE0DFDCA535F
2375E4D811033318	21219C75FA0C77C0
690F756175E36929	22B910F0E2225564
250D3F3608B1053B	966614CFE2BF4766
1DCE68F25A4BF727	391ACBCF693B3EFA
314F4FC14DFD2131	FEBBE008470531D9
258E3FF71E098464	C364E4E1F69C20FC
02D2D0A45E7FC06E	DECBE2F47B78065D
1532A63A303F34B5	98F025A92268C4A3
059D6FD2231846DF	C559AF7C1D78B17A
0ED4EC793CF1038A	D913D9E4E6F87B91
731F78471711B85D	7E8161F788ABA697
0C5EED802C3A74D8	D2C4F52302AF1D14
31CD279713E2440C	6491D7489763A03A
6BE17A062012573F	5C148A4B13356AD2
141DF98C3BEA60A5	ECD06D4BC591E050
186F0F5E2359F0DA	D3B6567FE9BE7668
65D38A57231F89FB	240C0B5669029B1B
6B9BCFC042647D71	F63A1465BB879949
5367A7C43A375FA3	896060A933491869
0967E43103B651CA	3058786A877A261F
36B3A6AD4C83C3E9	18F8E446CC318D91
5EB31D3D4144C05D	E22816AD70D3118F
08B13B252BA1FE98	D6F3ECD6C2349C34
1851C3891FFC63D8	16F8D6E47D58F757
72FF0A4F45FE0384	B8BA9004D7524E18
2798F3022A7A1C9D	483EF118567C5A5D
36EC9D346844DD17	FC7F7D70FBAAC7EE
010F467C11DC776F	D220AA13EE5D0E34
212521920CBF093E	DD6B3B5C6CF93158
51F7CBFB6370F5C7	C9D9A7A51B90DAC9
0D180ED2267503B5	7966DD69EF551021
4C4673CC255C7D33	A584F50D04FB2BBA
5B1FB26E7DFB827E	8EE489BEC9E81049
0B345ED01B3CAF6F	50C398A7C74A4693
2D21AE617E3F796C	6B63185BB470977F
793CE2340C27021B	1FAE94F4CC721E7A
54FB40D83B5E507E	77413F9827F000BA
2CF69EA5732979B2	8D2362B7A4F86F96
27F4D02F398FD227	58C596E46E3B8BA6
112E1BF76A2DFDF0	FA38C5C920178FF9
717ACE05356BE477	B9FEE49CC13FD617
3E645C072ED5EF91	3E236C59E42B9966
5F63309C690C82B0	3770D2C49454746E
345826B107544950	50B25BC8B45D5E1A
2E9926F248CBF1C4	61D9EE599DAC4D89
456DA0322030563A	37AB2F684785CC09
456D0A5879C23B03	43424138D3C2CD64
3EB0806835BE4BFF	B6A9390BE84E20C4
606F6DE933990D75	B80A574ACE86A581
054296CA56B9AA78	53A2358097D7F3FC
3766D8C34121069F	B8969A2BD3CB1D8B
5F39D2204D1263B7	53FE17C99147D650
7250AAE80E049FFA	012D7EA0D9F702B7
51A2DD461B6D4889	94089D68D49706E8
23B528704A71E360	24EEFFC695306954
7B06D9CE7EC5A27B	A1DA9FF195B1FDEB
612E7A42325CB4E6	1BC550CEB7E3A8DA
646881DE09264952	E02706D33B8E7E51
3097AB2F3567B395	797CB565FFD25B65
2B3F16973AE429AF	56ABDEF852BFAA82
596CBE5D7245F988	CD3EE9B6E76FB7DB
50018A541520B9D5	7FB242F882B0AA08
178859C978BEA730	E4A0E18D7F5F1ADB
2CD27E3E2F5E2F6F	247A0C1571DBCD66
507C38B40B6EDAB4	A27DF0E0F77DFABF
1AD8654974E1A963	A99EAE1C078ACBCF
0B37DE8800F2B879	D77BC25D8FFF175A
3F2D106B27910134	429021DB682B5793
20E61137607442C0	D99336720361226D
70CA7CB87DC24DE1	A2BEF7495E20D2FE
5F872F4724310F50	ADACF42E81B86ADF
10E45FC0014A3EEA	D2459460E0423E99
3168754F40EDAEE0	BF0400C97F322801
3474156D312AC202	C47DA28C1A2B1082
6E272A854D58BA42	5EE21C22E6608675
7C2C6AB94812D75F	A624FE5FF68CFA4E
4CF9C2F0216D420B	310EE4C0B8E8B455
0C0AF152226944AB	B764CF57CE9CA89A
2D1B48335A212367	467CDB32653E9372
359B6D6B6F2CA74B	72189DE52A34CD5F
5C9B65F25E42225D	3C0ECE5230D4E4A9
47DE38034E2F71D1	09B0A2A3C8A411D9
0CD978711972494E	7C609DAA2F24C38D
1E2AACEF03BF8E62	45C0F00B745807DF
151CC5DA1401760A	461A98E1218D5982
6BEC94C8791C0DD2	32828059F8670087
20CF941C1C04CB18	DC1F6779928EE7C4
7EB1A30640461FE5	10F9094B27B58070
3BD8145A67203F67	F09CA23930F08BC1
7622B8156163A74A	20A3306252094DF7
557C1D394762B507	B49C26251F61EC9D
215B032E5E2DD21D	FF12D85041742AFB
123D9E390B5EB98A	630A4BF4C4141331
77E718DA6510CDB5	0B0AA4010383ED38
323159E94605E9BD	76629148414725DB
2E349B357FB9CC45	8448B9ED2C220FD1
7F12078578ABEDEF	4D3590C86948AB81
5F9223CD736C98BF	C42A50C66018B44B
5EA05ECC72AFD39C	C8A98AA914A34532
756DE19600F57B15	4180BB8881DCFA21
7463A03038A9EB02	74A54B87CA17939F
1B83ED5E7254C46E	8F91AB8ED06CAC58
1B2C4C66794BCA79	E087B9ABADD571E1
5EDA0C253D5381C9	1FD1A7CD02A9A926
356DD2933D1BCC4C	FA16E046F347C9D4
6C01B0EB63064BB2	EA302D6D07FA7F5A
3253C5E819E61C28	8DC5EBFC55133867
5242936010D9ADD1	50B1E7E0BDDB2984
43227CFB0D3B652C	F72EA49376B19855
366F327D3E5BC876	2DD1FE1516F450BD
7BC5DAF57AAA4A4E	5C3CCD166B2C8B2C
41F485CC1C7C35E8	F44AC96635476E09
1EB720F408D482ED	957987C9B8AF4906
37DF9A2239004AD6	3F14554FDE40047D
