Texto ClaroF	Texto Cifrado||21C00B834733D6C41C59026117AB3CD1 
6360374E41CF14DA	FB55D028998DBB2C
026215F775900C59	2649161ED2477A70
441AE35B41448E4B	E463E65C4006E282
7BD9FF66250EC110	759069ECA2DE43B4
6BA5147122E13DED	3226D1B71A8563EC
71A8A47E76C7867D	41D6061036D57826
254EB577526BAAC3	166D5D4C82405262
1A98127B75E556E0	F982BADCB22F2CF3
23AAC89821578573	E432D808E4778624
78FA521E7A256D9E	104952221068D5D6
2F3FDEB80A371A44	5A1A926066634F60
279D6B9950031E20	AE160188FCF2AB9D
7CAEEFE94108E9F2	20E1C704CEE76307
30373039773F06E9	FA626483BCD7E241
4ADEE828705BC07E	AE3885BB1EEF6219
17BAC9D3681847D0	073A99DB8AADE9EA
1212DE1414B1FC51	AC029E53A065AAAF
312C34744D27C4E4	882AA829EFB4FBE5
6DEF7C4E05CA1D45	0AF1EAD180262521
18479FFB06582431	7CF2E497F197EAA5
04B0103842F8CEEF	FDE74018BC429BD0
5CD9CF425FB625AD	07D84E0687F1FFEC
2F63B1F23A379F2C	83B7270DA824C52A
19B31F903EDD341E	B56040607B79C0CA
2C88BDD04565B987	FF6251F3D5A75EE4
197771A970C71B4E	83ECCCA3D3924549
1FD1D7BA09AA04A8	7BD1E645E2A1F9F4
7917B68C03D1DF70	349CF4A1B17DE5CD
47A434056D535901	FF856CAA04079C55
7AF888B952D868C1	727C789CA284C7A2
7DC5816431B20CBE	398DB7A1AD38F463
2062A76F2CDE7905	8C8B4B50009F5E48
41DB4E4624EFF771	3D9EF40C58F61206
065E2EA911495C83	E4C952D00688C112
6758A5526CCDDF7F	1659C5469A084244
400C42A764EC02CA	7A04B52124CF1B9B
42AB4F897CF2CD90	E3891E8348E0C4F8
2895E90609F59DBB	574D5CFC88C540E7
5C466518119739FC	2F83ED7DD1A31B37
5F5FD8690D79066A	74DF45606F82D7EE
0494200F18C4BB22	63A295F46654FAAE
1BD9C1E27547EAB6	4B798677958F4B9B
44828EE1577278EA	692390EC0AAFBBC6
1C6077800145830E	0ABB39F87A4487FE
7A9F0CC860005D5C	1060FCC0F4DF5A0B
37F174414D077418	888726F7E6A21B81
2456FB2A4A839509	8D1C9CE723E67CD2
04ADA81724F68067	FF0C092BB4F00B56
3367FD26701CE427	9AD6AB1C5C694704
78C6F5F14E3CDF29	1923113D4FE1A8C6
7E5F24DF186DED4A	D82BE5ED0F868FE1
58F5A1CD6651C75B	212946A6EF8AF2F3
02F75BD83DAEC36D	71628F8263DC6664
1CA048BE5F07C0A0	C1CF83D1A3F63AB4
75F7791D4A309B6C	DB1C0616F3FE9C7B
3D2BF58111030787	169DE3343B854A2D
5DE338CA70A585ED	C660CFD06BC97B94
02FBC4625F19FF75	A719A1A433600D97
23D28B1A53AA6A55	082909E583101064
592B1D5C1D94B0C0	62125F0C452194ED
0CE01C6C4D69FD0E	6741A874DD59DEA6
6964C9D657FF36A8	87DADFF1FFFE81B3
345D7CBA65A7B231	69E28DE60E09684F
64A3E31A4392F394	57192B08A672039D
64B59C344F224D93	1BC76703C8DB37B7
5513167B582910DF	70D7A31C9616E1FC
7012CDB0627E174B	7366A3F9BA9944FE
442B6F717FA186AD	915D043D812CA5E2
4591095134FAC885	30168636FFA233B1
3C82AEEF27AAEBF2	4E80301A1A9F7F75
4668713672E0B456	5A8213C0999DB2CD
7E5FB5053D659C14	E8FB8FAF7337898B
59EA048912CFEC7D	125DE7CBFD6C1F17
10AF0C3154496D85	EDAF330EB7FB9774
20B561FE64347B78	4DEEAEAB71B3F2AB
319636AD7CDFB149	F14D160C1E7AFAAE
41F06FAB1033655F	0F1A3F30C8BCA8A1
1E44484814E57E7E	A314522B24FBB015
66D38CE94AC849BC	D6050A1061968F45
2360FBFF3440347E	22C22132C483F72E
633656FE04897095	F30633D3C74C6D07
5B3E4886560B8436	9B1CCA6F42015293
0E15215C0D41263D	274C50AC59B97E4F
3035759705BB253B	CA16E3C1CE2DB61F
4189476D1BB066B8	6EBA15F82BDB4A88
5A27C83B69CAC7BA	5714B38CCC56BBC3
7FFEBA982C8C92CE	E8D3CA565CFBCBBB
40FA293B67A901D0	14BB77132A5C9DA4
08B633DB72067354	2194DB6B04E382ED
057DCA48056B3FC9	A2074B9B65B34E31
4428A7E649270FFF	5E3B356E300AF019
238B53DE102F260D	F0ED103FCB6B5108
076B27C80C00BF46	13CB436AFF46D214
050D92D23E221B95	9BAA490F31B6FA15
3140F3111F15FA5A	17BF36B754E9E581
5BE73AA729BBD914	8DF6B629F5AC92A5
6BA8C573153B383D	ED8553937540C9ED
62E937AE3D46B33D	C73457A63458254D
6CA189386137F33F	ED0F4F0EDA50800E
2042DEF6063BF906	86AC3EC6BE5BC17F
4B59FC1C00B6B8EA	40562027E75229CD
5C260B03459D2138	2D4C4542692897B9
4EF0073C706B1CA0	BB5473AF06194CF7
0824860915DBBD0C	94AEE4335FCD689B
0D586A0A2799BD5E	2452DCE4E35B12E2
5E5F7AA14E6C106E	0BE529A4B7296A50
18AACDFB75B92663	3CEE1C539F472291
4E8769F61C3DBDC1	66827E51B7240D79
1974D863462A58A3	42D646C9F79B9A17
06215952776F19A2	CE19D2BB072A82A5
1EFC17F038879D74	537AFE31F88523CD
4F7247AA57BF12A5	7128BE7E926F6357
41613BA45692AD84	7929E472F97549E2
37BDE18313207C0C	DD1AC4A59EE3DC25
39B001A3523B91EB	367F94679BF61170
44E9057A1E66AFEE	417B350110709AA0
67A841D9577B42B9	8CD17D9135E5273F
5D59AC8D2A4F8CDC	A41339892D5D8C0A
4CA8D53760463532	DF11CD5CCEE58941
214E96FF2E9B506E	B05E0002A01DA859
56BD7DA932850EBC	2928FDB8A4013CEA
3D8A728D4C66A68B	88ADD21CE68A6B20
674016DC209CFA79	44A39092BE365318
22002EA939F76AAF	721BEEAB6F7003E2
227D24E44601066C	4F08517541C3B42F
6D4CC05B49E8CE6C	CF3C67ACAD328AB6
53483A5C2AEF98BB	A45E112A67514B73
581433021620F57B	C888056AF5AA5059
4DD4699634601EC5	4B5521AD5682824E
128432602507461F	0BDAF4BF8D177A7E
008CB0371484EB29	9FF1D5234E7ABC60
226ADB451561A0AA	A608CACE39E0098B
3C7B03DD303AC130	E0268C84AE6E7ED9
61614F0C3B8CCEC6	ABB9D1B2BE9B2C7A
195B47B537C0C914	1A204AB756371F9B
51D15CA408193CF3	94492958563FEFDE
30F079AC7BC4244D	BDD8B35F34323B6F
0A2B7AB62C8547F1	725BC4F0763DBD21
6236360C55168033	2BEFB3A65D902C23
383ABFE9190D76D6	7A6A89FFD9EAA79F
42F4E8735CC8F85C	A24AE6437A01A5CA
0E298F9B4A931060	79DD847803F2AF84
7D1834DF40375CA2	2F86C7300093A324
72A2B09D16F94E37	D63238D32C4341C1
497E08A9716AB4F0	C6F460EA64C0C96A
148D32BC41FDDF2E	FD7895F5B9C34ECD
024766DB1DB1B508	115A7D89A358F216
7DE42F720FE725F0	47842A4B78AE8326
106BB7B80FEA9974	DA645219B46650B6
730096D52BAEB4EF	D0DCCF8586B245B1
5AE8CD5069FF6DD0	DDECAA88039C9A55
0082A90E0228D665	A3EAE5C808186904
471381FE51BB6F26	E25928FF3180A617
687E51B53D2677AB	CEE5CF8BB6B150C3
287A9AEA09508D69	7EB959080A0FD522
0773ED464BDE927C	83A1E167B8449AA9
016331CE175ACC18	667357C4B555446B
4A0D47A22DDA02A9	C5E1344A3188B21A
43E4BCC35E24C907	F658E102684E14EA
410A1ADA7E68FF91	A0E17DF388435E8E
1F62C96D0E962334	FFA9EF60A3544068
22E132676EB41A14	6E247B01589B4076
721C4FD320BCE02C	4D603A36249A08B8
5021797E45AF684B	265299AFA384C7F2
7EE837AA3F9EBAFD	0E357B288B5F63A7
4E0658AC02A7AC39	F9B3577041C42BFD
4E1BD38B04DD72BD	D9F4ED07E2CEC2E5
6697D8C97B19A8BD	E79EE9F588939EFC
51954F6E2191E89A	1EECE0E6D033D220
723DE7AD3E354973	029BC83D2F3C2648
1C693CED411EFA2D	C22E500D84065FD3
58BAC1C14D069369	A946062F38380B24
6AB7FA00547E4CBC	3D7ED21F8AE5A9A4
2FDFF5FA188E08A4	8B7D4691FA2C94E2
14D9539447FE243D	23BD68D4C9106978
7DFD45B77EEC31FF	C488FE4F9AD34D99
44C69D724B8ACAA4	BF0579F997BA0587
04FDFBBB3E99B48C	A3A0DA294A10693D
5D1C736F76DEAC2A	2D729B54981D1F31
14F9365E75606013	43884319220651DD
0A43BB9964D13F12	31C4E06D53336FD5
6583EA7337955816	6BADC71BFD6DF7E2
2DCA28DC33409B00	FA469D827B025707
568037497BADC5FC	E4E8474E72BE8F49
4DA162D31E5F3276	40A4B16E002782B0
7BE9F08D3BAFF889	C833A1661FC4D28B
1DE608FC6957E7B9	18B5795C72846B68
0A2E58B768C25B99	EB945298AC14946E
300BCF8A576685AA	5466633BE1D30AB9
0BD188BA69677165	01A8613C28202473
0645D3F3525DF9BC	0511E69A2C4BBA13
17B6CFE3630A4C3E	311FF3945B45B6BF
3913AD3E3AD2DEB8	98017009F0F6821A
6A1C20335C862AB1	C4A33B13760C7CA5
6C5CF9EB4C1BEAE1	AD1664FD07FD4E60
3CD980D06B97F6E5	D53A20066E778D94
45D26B927994620D	2D9FF9D39E2C328F
7CB181D669C3488E	6D41290249C9BEB1
13D098E163E4E5F0	3C1161BA8290E89C
48B422CC2A58A45E	9010F75E5964723B
218F2D0A3ED5FCBC	BCC754A9EE77F2A1
52C3BADE30216F45	F7FEAFF1453A89D0
631033B23CB21DED	E2214DF8DD3B7EFD
51CAD1BC5A8FB797	CA3FB2DF106DDE45
115E48F445079414	E9B89B5E73F34111
748AD073457B69CB	4826CA18A6F2FCDC
295EB21007FC4DA8	6A234A63B4278951
454E54B0199A125C	89FE6EB0A98B47AA
522B63251E7A3C48	502131C908932F74
6B0BAA994AED59B6	DB45DEB6023C381E
249CE22837C3C2DF	2593D359E64E6467
152EDB133730C742	1E783EB9DF1E7287
6369DA5C3A7F0101	BB6B8A41D1B33DA9
681B06A74651F356	934B5259C31B6FD6
2E3EB72B176B7FC5	9874839AA0CFA184
12916A8608E88CF0	62A53187659964BC
5B7CE52164A70873	803404B97F05F7E8
121BE9A5668858EC	D6AE3B12544202CF
0186228B0D45D475	1C843C2553EE0452
637F54213C6C758F	DEB3056CA2306887
749A1E463239C178	5282DB43E03D733E
6DCCC70A1F1F99D7	548F2FFBACE4B7CC
53AD0237036C93CC	120F80DB9898E61E
4D5B37D51FAEA8A0	36D933A8654D408E
03C0B0A05F8BDA4C	B14F8270C36E47F8
56A8E4956A371EA5	DE83C6C9D0E89419
48BD191D76BBE439	1C21C021F35C5BB2
298497153FDAF8FE	B1D3DE74B47F6346
41110C72464831BD	6C6BA0E63906C543
2DB9935772784C34	40E625625E8CF69A
37D324A2070A2450	A8230E0ECB495617
2AD603CC48935C0C	301D6BEE11EA68E2
42803D0D71284296	B426CD818300310C
0A2BBFE43E4316F3	9AD9C5482AA97A0E
2697CB7437AE4077	2848AB78B63C5F73
110A613040729F0D	D07EF0599543F8BD
25282F897148DE6D	989BE74BFDFCE88B
670300357602CC68	4638793AF85530D0
31B9FC5F2967DA7A	6997EEE6D2573E90
613894D249B298DB	73BB74FF9C5E3D6C
6C5177A958872FCD	81C7294095137250
13536923491B82BE	30A9E2F03A4268DE
2D24AD7142F6ECDE	266FDF4FA2260270
6139052A66823A43	2876FA03E40A5FCF
6FBF39487349DF48	7CD0B6045D476EE5
76E22B197A7BB348	11B20475FB24AEB3
4F377ACA435E8C67	4EA797BE338BA31F
7453E0BE2EC8159C	FE68DE24B0A0465A
5202CCC235D0FE9E	3428A04ECBA09B33
2BFC52AC4297B0C3	0EB8FC31F5D164EC
74D5F45C0A9DFFF1	99D3AA56A87F59DE
0B0E2CA94F9610EA	CA6A447407388A62
05309B783A2EE5F1	5AFE144269BBCBFA
5CFA4F0E355C4FD2	49C2C7787BE2BBAE
3F7C7F5C068D9194	A8B0EC3A040CF954
38508EE830D63E3A	E0E55F4D7BD68836
418F6AE22EB23D0E	CA326CEAF99D24A8
37C67A154779154E	6D54EA1F28B738F6
5E65D88A706B7C70	CAC7EE972E957C34
20B6D6B943CB1C76	15D8422419567E14
4BB9A9BF0A376170	769712249492BB8E
39DE054D1F2E1FE9	1BC8D9BF999D6EA0
0D3109FD0E86C7CF	EE6BCEF69F2EE9F5
32A7EE7C2F1A28DF	C947825DF974D5A3
5E7160A1657F1A77	8ECA49F59F5D07B6
7BA2AEAF757AA292	9BAA31DF690FA828
46475B7F76C812E4	169BFD84A173C405
495073A840D94032	02CE8B35405F40A7
7705B3E01764742C	E1780DA36A251B1F
440700B327BF0AA9	543EFE1BB032B1AD
6F54F1A131C3BA21	2A165C7D9ECCADD4
28F0E60D5F8F747A	D632D58475403B5B
4328269900FE2941	2CD51C003CB5DBAA
2E466AE91114FEBB	0A465CE790536884
795FAFBF790B62D9	6928841A2C559BFC
5A86D2A4496F3B6A	70F0FA4388E14D38
25A5D1D02971C1FF	5CB045E8309C223F
6B77619A6AA8FC94	F99E1DC0A940613B
7C5E8F40240EF28A	651BA5789BA351B6
51555484391FCFD3	7D6BE9012C423CA5
578542F16DEE091A	9DAB9BED3E575641
2697C25835583333	12A9CC5A23AC3854
318974A137480F6F	3D5A11056B45A4C5
5BED5CC33C65355B	D7862B0C3BC6AF28
189208571B61945B	3EE0C498EA40CBA0
2352F0681A254DF6	57A01CE7940AC9BF
07215EE31FDC8CBD	F0CFC8EFD93FF59E
489BDCA270B234EB	B14F799ED4960C76
43B06A1A7305F3AD	4D9E976E7A924D97
0BC11DDA338ED93D	CF7C9E029B40AE38
67584E3C56787A25	9B6812D44E3C5870
7F9B3F7C29652757	B78C1D990723F875
2FF9D5FC3B4FABFF	762D90E4AB5B5F63
6BA510C421EFEB12	347F9F38D19ABFEC
0E31FC2673A12A11	0F0CEB732BE1A2A2
59D0FD6527AC1FF4	6AE1A2120014919F
1565E085537746BC	F6BB08545711577B
3BC50B730572C9AD	D7DE9397F7B0D199
33167FA60A16857E	5FF79661096E076D
4C96185E1219EA9A	01618FC6CC78A98B
63792DBE28AA47F7	86758FFEE56C2A9D
435ABDFC7A6F0DEF	DE6BE0E4DB99DFD3
10FC04B511990FC9	E43D23880E2B9216
57DB5E250301FC33	0F88BC1FA4056F6B
775479CF4B09423D	E9ED2E3F78FF2A28
4CDBD9477595EBBC	6F0EFD5E90C307A9
45A7BFF3082B0E3F	8B0F07B100375754
42B44E494B7FBCD5	BC378940E3B22A58
2F466AAC38055A73	6C23D1B407C66805
677550C04708A250	A5DB881C69E13F35
07D8569F0C1EE4BF	16451B8138AA2FA5
403BBDD0122AC3A2	F40711E9E3EAA1D5
3591C9FF76649FD2	0C02B4E9E519CBFD
4838D0B70A0EC36C	75A70470885E0728
4F3FEC9C6DC71E69	0EAD522221B166A1
2B9DB7CD7F8E0A19	77F321A216595C1D
463930BB54AE6901	1DD363E0B1CAB309
066FEC161DF49BA7	FB76974873DF3212
2617004E3015146B	CC00A3BED8657743
37EF9576523D92AA	34198E8FE92A7D06
48680114241EED2F	321477CA18EF5B3C
6A65BB2F3CE4413B	CC6B1839D48AC2CC
2D76A7B848FD3859	4D538B3F490CA3DC
687E807E492605CA	827E91D0C8712B81
5F46364A7A966523	F82940CC92779896
27CA1BB545E11C7B	FA75B6558A48D9B7
3E14F3145162C5E3	CFDDADF0BB6FB26B
2BADE3D32548480C	29133855977E2B38
2C721EF3784DFA50	275EA10FC7813290
476CD7E43AD1DE5E	A64BA4A6141FA9C6
285E0B7D3644503F	42F94B4BE962C57D
3EF073EE1C4B2E8A	53D6E046CDCBDB77
0BDC74893666D474	20308612F01131BF
19062793631030BA	32CF0CACE41F2F2C
3BEF362555CBD5E0	FF8B498EED34A4FB
3946912147E22AE7	69D08669F372D4BE
516EC88F40314E0D	04F813301F5892EF
64FB5867316905FC	244A626CEC1C80DC
6607FCBB16618D52	DAAF0141B79165A2
5E850DF871584542	D0FA87AECE58B26A
5A2B2A3047DEE38F	8AF5FF0B46764AAB
7A2DE6255B60C5CD	DE88714CC221424C
2E5A4499284DB095	56C2BF6E8E6D433F
04841ADF7D0028C9	A672FD7A58FCA257
1575E43C6EDB2A25	5E40A2545561A474
76AC1BFE1D61FD90	7B049178EB7F711C
0C4E080256EFC19D	38BE52D7BEAA8DC3
169057025E404FE0	CA27705B29B2EA36
503C2B771E49BAC8	4338D38FD59D303C
7A85B0005EE60ED7	219C2759F056D7BF
51D875ED5A264495	C855586234F601A3
0660C07039F9FC55	56CDC0EBA04B7DC2
4B254E2F7E301633	9EA90459A4D9D343
0701AEFE7F87A949	53B7461D3BF2D62F
237B39086EDD4E6A	6BA6343F3346D445
03474A033D4C0CA3	6764AEC9CB25B0D7
4BD1C0C537C6EC66	4EF47AA03470A504
64CA3925186DDFD5	BE964DC45D5DD6B8
5582257A536A9871	3586D0B81199CD37
7B3E4D7F37520C0F	86C57C1EEEFF6536
6B95C92836C99846	7F4886C24D8E8843
6D2C37C372011B33	88572D850EA9A6E5
26A0EBBE0ED51AC2	0C5848006234D78B
48CFBE293ECD9B17	E386A9E80A888C77
2C812337522F06B4	2994DB8EBCCC145F
0D613D936B1184C1	9E7E08968F24A95C
4B22D1D15AFD16E0	ADD128320377F958
1DE8FACB2AA934C4	6A23D49FD6DA8E40
4AC745BD60B3A1A5	E2EF9319356B27EF
3139893C3860DB63	6ADCD26C109121C3
5EE35D7F210F6D84	24AFB44DDE7340C8
7BDF06106F0743F8	D185EC61B4450657
45FF87BA0B27E83D	80EC805A3AD83AFE
690002837FA51C4F	B3FDBC6092EFF11B
30E5C8013DADD2BB	9F3F061F6F480143
5EE6129F52D0B565	54EF2541D51032D5
0435245D3CE657D3	6658751ADC98127E
368FFCE1272333C3	5555178EBF96434E
781B5B474C05CFEB	B9CFA21B4833560F
1195744B6B05F0F1	A343EABD782F8752
530D951B20B84A36	2EA08934F452208C
231030027BBFE549	B2691B018B3488AB
73665B1744E67E31	4DC76EE34E0EDE76
7866E64D2B9A06FC	D288435A55F802F5
0D40A0C10DF9E5B3	F80D3CEF21FDA6F4
115751F07BC46C74	9E4420B99C4236C9
1CAC73277DBC1425	C9FFEA8F47580761
46CEC9A032174BB1	228D5C78CF6D0415
176A6B284BA11B1A	93046194AD88BA4B
3DFA6EC0047D1F0A	CA6D4A1CBAF4DFDF
3280CBD325C5A38C	280626B968334711
52744FB3521C9B0F	4C8D62DA6800E684
54081FE661666023	E18CFD90B5C168B8
0831CBCA7D3A3EF9	AD41B6E4235249AD
7AFC8DA95AB89153	FAAD3E9A9B0183EA
0B4D0EAD6FFE85A6	707B5EFAA191C320
2EF88EBB4062AF14	DF3EC6EDB3F8B1B3
0ED46B121BC17259	3B12AA69290BD150
393A3F4B1F117247	20EDE0F0ABB25257
3265A3402EC0D899	BC01BE09CA87788B
76CC3CC95AAAED0D	F551D182585587F4
0BB11EFC19693863	53BD2224CCFFD301
4AF4F89D18EE31DD	8B72C334FF180D83
3E0BB0F4718E82FE	BDB93E032313D6EA
433A2BF0201ABC0B	184781432EDD50C1
3B2F86A42D309757	B26C51413BB3DB27
511FE7EE05B3E3DE	E9944904325572E3
653506BE7C4DD7DA	1C43A3F0BEB2DD12
5A9668F748C55E97	5C29961286E54462
15C530D44508B976	EE1CBE17B275B036
3FC8156268F3F5A4	3D7792519ADFC7BC
688417D038378E4B	A42682D138883167
475EFAC22CA0FB29	B0EE0F2EA5CFCC15
7CC957A206988CAF	E5B9A2D4F173C77A
093C388B50A43269	949C9EF1994AFA7C
4BE9B4DB5C60BCCC	A32EE7476F4660A6
530B24750086A7EB	46B7CC097B6123ED
087A35920F530897	054EAF3DD4637524
1458F95D5D5B531A	5B523A098FCC32AC
16ACFFD837D0C989	16E3BA195FBE940B
6C5F5DFF691447EE	6A9290C640CC1DD7
327E9027132A0A57	D54AA41C2FFED25C
2D0CDF95282AC64E	5787FC27A32B93D1
10413F7C2BAEEE3A	6E1B066114F6EBA9
699A383D0BE262F5	9C0747E3065A9912
3BCEC8EB04E8DAFA	D005BAF6718BCAC0
5380559A0E741C4A	358D8720CE17F9FC
68ED45AF317A19FA	275CE4B280CF4A16
473F85761B532A85	6EB5ED6B2BCD7C8E
710C8FC66FB34A25	CCBBAEDE0CA50CB6
63C8FC6D20348B49	371ABA7C626717F9
59A476233C4821CF	CED01A4CB6C4B056
23A3BBF45288A273	16E5F13C7A4FB301
0861565A2E6C3302	94E9059E7407DAED
4188E01D0131B188	2E184B2F29BB401B
657E585449D926DA	843E9E9EA3D2ECAD
4F85D8165C2DB523	A4710F18993D739C
3CCF3C1C49737174	52F1F7BDE987353D
3A1D9C586E037336	818BBCA99F63D35B
248116A716F640AA	88633B30B6EE97CC
010F64AD199A9A66	45CA73189E72E9BF
750EABAB1628A397	ECDDEDEE94594E3D
460C19DE447661BF	08E88FB85EA9D79D
380B65B67442AC78	75507ECBEDF583CA
454935E949727788	5B7A55AB7A3B1493
7A05A7630930932B	CEE210ED827269FA
540DF0C35F39BD51	F61563FA55F23593
47BC41AE187C2B4D	A0831EF91F1B67D8
7FFED8C9344AB5C5	7C3E3DA8160EFB03
14E3B35571129C29	8C0363A95BD152A6
7CCA81BD530BDF4C	67BBEEB5DA1978E5
3071212C5338E88C	1E64893AF9DCDE74
3D2B6A036D3D0A54	F1A4F5DB1389764E
427148D31B6436B9	6C0787EBE94A305E
5044B9BB4FFDCD28	D65F178A3880ACF7
1FA8261F585ECD75	38748EF1C4C1E608
3802E9A64739AE04	714951F06B951BAC
1BCFAD245F7024BF	CB1A4C061A182D0E
3B7CA88C751D9DD6	658CE56AE15243B4
6B6588AB56EFC9A2	97D63C940AC85CFB
189ED7456446FFA3	46B74973DF0AAD44
713959C36C344B47	17335DB08EB528FD
5D3A59D021DE9681	153802A1E6C1434E
1C6B008634EF6BFD	07B67D4C5AB53C9C
529ACA3130508155	F3944B440B622ECC
755B0C3A2C7FF007	E0FAC0B17A0415D4
036772647C8704FA	BEFD9DDFC92BE370
0457F8F52B999F0D	5E70401E10FDA254
729924D72441DA08	628A3F2D82C49D25
5F5155D054D8FB93	34D6852FF87656D6
716C9B69114F44AC	4FF954380144D40E
6B2581146B3D7F00	0194429A291ECDB7
125D10011BC5BB12	42519CF5D40BC9B9
527CA8FC763A62B2	2E6EEC0D4D397578
7325D0C137AC69F6	74BA4420A60A6140
1860B208744837B8	574AE0FBF3291335
31424CAC77B7C977	F364C17854370983
430BE10840E2F69B	FCDBCC27AF77909E
74AC5B645FA43E13	2094FF2FE36FA786
17E7827360255847	A863DEE859094BCF
33C6CEA14127C695	D624EF0655CFC4CC
1A5E819E328FB998	ED134460AC63DA24
79E1C4165510BEDD	424161950EBB45FF
3E62CACC47F03713	4DFA5ECF55C46F31
6BAFE54A68F69481	682CBC0BECA2E8E5
148FD6FD6F6B8696	74041D51C555A456
7C511AFF30C39B1C	280C7509744BB766
79FC6446291B6E3B	B6551F38F196F715
47E1F89244865E1C	09A22BB44AE0B4FE
518CA369683C6C52	3B0D2FF776277A83
56EBB0F40BAE8FC1	89C9F69F96AF204D
715FCDE448C66DE2	7300D1EF8EE3977B
5B5835C17C3140C0	110202F117A441F3
05923CF343DF7860	FA85EE1087556149
045809702FD39A4A	9C98E126F37AE80E
6D3688CD174F82BF	D207229F6A1E48AB
6510D58D34344FD1	64CC8DE8A52895D1
56643D1D4EE8673A	0B56C34AAF376023
7BD1394E65096F63	B71D03DE2B22889C
4E7000671B2A926C	73761598747BCC39
07F2FE63621B19A8	115A9956E7C1AEFD
613196E97EAACCD8	BCD949A12E1A250D
7F6EB9DF3E6D20D5	1C80777684C5E937
6E869FF7487049D1	759AD202C6FCC42C
43FE5D7E70AC1E11	ACD9AA6B309CA522
33EA27E151E03F67	B9FB884D4B39DB8B
5962AD2F5D581681	A03322009AA582BA
422D9F074123A682	E7CB3F67430B7DBF
0B88C2373F86AECB	9A2D9EC4DAB20DE6
233DB2022771B361	385ABAD8956A3D38
19B7B9826CF412FE	CA697A1124A2EB18
0C0B19942CBC49B9	7BF9F70406FE584E
7D8C27A07C7DB9C4	35C577CC2E939FEF
222F32B648AA5C42	262C66B4EC4A8A0C
288F16534A02B7F2	88E16DDEE08807DB
787A96D338443470	B1079BA0B7230506
05CEC1EC491D6FEE	238DE373D5533F3F
2B9F97C27AA457ED	CB763A381EBC509F
3B88C78210E24657	02D01F97107F25A3
7778026967E678C5	63C17190AB28313A
4C0302CD59AD07B7	4D783B4F5C1304A9
6ED5AD5F0E6970D2	52267DC1E30ACA86
2C6DF262664416B7	F48D045C4EE6A97E
002F7CD52DAC840B	7FFA07E84C0F905B
1911059A2C86CE51	811BBB49577A67A9
46533EAD0337F3ED	F970F0433EEE9F2B
4E6F4E416D7AB5A1	06B634F9A22BC6DC
132A952E50A808D6	9E50A294721EFEDF
47DC42F84DB0CCA3	A66211BE27EEA50B
124B092E7C47B463	C99D74F648644B79
47940F53497A36DB	5F4171304127EEAD
76A7898C7137832F	E792D9D27FE2A2C4
7385BCBA51299296	060AD8AE1FC8DF46
0056DF7B476A0469	3504EA51EE32ABC1
0147AE2008F8B788	5247D7E2B38D6212
00D946523897B1ED	35E5DBF8F089B1CD
6F225BA138ADE007	A1A473984E7196E4
1F4F08A37DC01563	CC66426313EF0FCC
4DBC571407F909EB	8DD00D98D140EB78
6EFA276369300D80	68D45AED1D94C7BF
51C684734021C3F6	0678182270CDACBE
68C86C5E3E42C510	F97BFB047B1F9FC5
1197BD5F0111B0FF	FC4612DF665C82AD
307B35E5690F6640	3008177134DDFC17
720229A26BFB8527	13DB3BA05C4FA4BD
4DE2FAD370C15A97	B7777C0E4BDA28CE
2622A9562D9B60A9	9E27270E0BA50638
33E70EA3067209F4	9F155D2032B3EEF6
28EB757A7A6DB192	C424C1329BA2FF42
37A527093BA5DC69	8476A89F96493885
0629901712B2D92A	C1F8316458FC270A
1BCF5DFD4B239B4E	8EFD84F7884A22E7
0EA9446C0ACB15F9	2FA3103ECD43F0DD
1B0F93F81BBB8CA9	47A9F75086AD178C
360FB97842599102	249E6BCCFE93FB8D
063F3C562192354E	D3A9E3605AF123E2
05E9A51A2E5650FE	88F7FDB9C55BA73B
24DF6B76480822E3	31E91E6A3BF917C9
0E2A8A070ACBD8D5	2F1F89DEE4EE739E
4D088D7C6C80EF66	F6E9443F6D306CC1
04E5493169283279	FE46D0A7EC4D6860
4E09DBDE6941F3D8	46E59ECEDF8F91D9
68F01FE46CBDE78E	16E2430893C4A857
27AD5368643EE531	553B20FCFD6B827D
5D39276153488117	4C33245083358DB2
3D1337B838AF305B	6FC023194734C325
758FC36F3167E8B5	34AEA623DE5DB204
1CDEDC6A6B58C1F4	B1316A27E88C5107
1025B13B1A96A0C5	4C1237A247D4A419
1714F32660674FA0	B3B1D0C17C3EDEFC
1E9CC2D245BA78B1	F694914253EC75D2
5549D03A6105BB94	DC64C568E7BCC0D0
3F5E234F3D603809	A4A908A47639C3F3
77FEF65903DF8A9B	32FC58D8884DCD82
4904C81958ED06C2	5754913BD7390481
3156D82A3C89C6B4	AADBEA81DA909922
7954727817276283	DFDA70CF91E35811
1AB4925544F31825	F53505DD2885137D
33B648800451E606	B6B79A28D2AF34A8
1CD4962148CC5F50	1DD47655A5FED68C
6185A2860C713D6F	6771D87A98AA5115
5E7848CA2AF2F63A	AFC6B76F7306312F
35036FDD74A5315B	6919FA4625030AF8
094B89313E1BF4BB	9F54185F6ED0BC95
1D6040D81A4133F9	530E479AC07C4658
2EBB2DE602C26F02	D912270AC7038CCD
2B05EDB81239E119	DDF0CFC5AC115599
15E939A802C84FD5	BFDA11C75D09E7E3
2CF12A600D151BAD	4CB256F4249C8A31
